Rk,Player,Pos,Team,Player-additional,PTS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
77,Immanuel Quickley,G,NYK,quickim01,2822,2020-21,2022-23,21-23,223,27,5389,932,2240,509,1087,423,1153,535,623,114,607,721,681,164,29,257,447,0.416,0.468,0.367,0.859,0.561,0.51,14.1,117,114,8.7,5.5,0.126,1,0,1,4.1,15.6,2.3,12.3,7.3,19.5,1.5,0.5,9.3,22.4
78,Anfernee Simons,G,POR,simonan01,2796,2020-21,2022-23,21-23,183,92,4956,988,2243,477,957,511,1286,309,352,58,394,452,563,90,28,286,348,0.44,0.498,0.397,0.878,0.583,0.554,6.2,113,121,5.7,0.5,0.06,1.4,-2.3,-1,1.3,14.4,1.3,9,5.1,18.2,0.9,0.5,10.7,23.5
79,Bobby Portis,F,MIL,portibo01,2793,2020-21,2022-23,25-27,208,88,5218,1128,2272,826,1520,302,752,235,311,458,1337,1795,262,134,93,227,404,0.496,0.543,0.402,0.756,0.58,0.563,15.6,117,110,8.2,7.4,0.143,1.4,-0.7,0.7,3.6,18.3,9.5,26.1,18.1,7.5,1.2,1.6,8.6,21.3
80,Dillon Brooks,F-G,MEM,brookdi01,2788,2020-21,2022-23,25-27,172,171,5096,1051,2548,734,1588,317,960,369,455,127,415,542,434,179,50,273,582,0.412,0.462,0.33,0.811,0.507,0.475,4.5,103,114,-0.6,5.2,0.043,-2.7,-0.8,-3.5,-1.9,11.5,2.6,8.7,5.6,12.4,1.7,0.9,9,24.7
81,Tim Hardaway Jr.,G,DAL,hardati02,2780,2020-21,2022-23,28-30,183,96,5382,956,2288,435,905,521,1383,347,442,54,582,636,347,118,29,158,305,0.418,0.481,0.377,0.785,0.56,0.532,8.6,112,116,4.7,3.9,0.077,0.5,-1.2,-0.6,1.9,13.6,1.1,12.2,6.7,9.8,1.1,0.5,6,22
82,Malik Beasley,G,LALMINUTA,beaslma01,2702,2020-21,2022-23,24-26,197,81,5283,966,2387,363,771,603,1616,167,205,89,583,672,328,138,28,193,257,0.405,0.471,0.373,0.815,0.545,0.531,5.6,108,117,2.4,3.2,0.051,0.3,-1.4,-1.1,1.2,12.1,1.8,12,6.9,9.2,1.2,0.5,7.2,21.2
83,Franz Wagner,G-F,ORL,wagnefr01,2682,2021-22,2022-23,20-21,159,159,5038,998,2093,772,1462,226,631,460,541,154,531,685,514,145,51,286,347,0.477,0.528,0.358,0.85,0.575,0.531,9.4,113,115,5.2,4.2,0.089,0,-0.4,-0.4,2,15.3,3.3,11.5,7.4,16.5,1.4,0.9,10.9,22.4
84,Jarrett Allen,C-F,BRKCLE,allenja01,2679,2020-21,2022-23,22-24,187,169,5894,1070,1653,1062,1614,8,39,531,744,609,1290,1899,311,130,249,287,346,0.647,0.658,0.205,0.714,0.676,0.65,24.4,130,109,15.3,9.1,0.199,1.7,0.7,2.4,6.6,20.9,11.8,24.8,18.3,8.1,1.1,3.8,12.7,17
85,Reggie Jackson,G,DENLAC,jacksre01,2671,2020-21,2022-23,30-32,210,158,5538,1005,2447,620,1365,385,1082,276,323,88,519,607,797,143,28,362,400,0.411,0.454,0.356,0.854,0.516,0.489,4.7,104,115,0.1,4.7,0.041,-1.3,-1,-2.3,-0.5,12.1,1.8,10,6,21.6,1.3,0.4,12.3,23.4
86,Dennis Schröder,G,BOSHOULAL,schrode01,2638,2020-21,2022-23,27-29,191,140,5779,914,2134,683,1447,231,687,579,679,85,505,590,945,173,31,418,458,0.428,0.472,0.336,0.853,0.542,0.482,9.5,109,113,3.4,6.2,0.079,-1.7,-0.2,-2,0,12.8,1.6,9.4,5.6,23.7,1.5,0.5,14.7,21.3
87,P.J. Washington,F,CHO,washipj01,2636,2020-21,2022-23,22-24,202,162,6102,986,2196,615,1177,371,1019,293,400,248,865,1113,483,192,219,320,516,0.449,0.523,0.364,0.733,0.556,0.533,8.6,108,113,2.5,6.2,0.068,-0.9,0.1,-0.8,1.8,13.2,4.3,15.4,9.8,11.4,1.5,3.3,11.9,18.8
88,OG Anunoby,F,TOR,anunoog01,2628,2020-21,2022-23,23-25,158,158,5547,979,2101,618,1156,361,945,309,387,223,610,833,350,265,107,287,445,0.466,0.535,0.382,0.798,0.579,0.552,11.5,113,112,5.1,6.4,0.099,0.2,0.5,0.6,3.7,14.9,4.2,12.9,8.3,9.4,2.4,1.9,11.2,19.8
89,Luguentz Dort,G,OKC,dortlu01,2619,2020-21,2022-23,21-23,177,176,5480,879,2238,501,1109,378,1129,483,614,204,541,745,330,166,60,259,526,0.393,0.452,0.335,0.787,0.522,0.477,4.7,105,116,0.5,4.2,0.041,-2,-0.9,-2.9,-1.3,11.3,3.9,10.5,7.1,8.9,1.4,1,9.4,21.4
90,Mike Conley,G,MINUTA,conlemi01,2611,2020-21,2022-23,33-35,190,189,5585,889,2041,447,941,442,1100,391,473,116,460,576,1140,239,44,325,379,0.436,0.475,0.402,0.827,0.58,0.544,18.4,123,113,12.5,5.9,0.158,2.2,0.6,2.8,6.8,16.9,2.3,8.7,5.6,29.1,2.1,0.7,12.6,19.8
91,Jaren Jackson Jr.,F,MEM,jacksja02,2603,2020-21,2022-23,21-23,152,145,4171,899,1983,654,1240,245,743,560,693,244,698,942,158,150,384,252,541,0.453,0.527,0.33,0.808,0.569,0.515,12.6,113,106,4.7,7.9,0.145,-0.2,1.3,1.1,3.3,19.1,6.1,17.8,11.9,5.5,1.7,8.3,9.9,25.1
92,Malik Monk,G,CHOLALSAC,monkma01,2579,2020-21,2022-23,22-24,195,37,4736,921,2021,520,969,401,1052,336,396,83,477,560,603,129,53,323,310,0.456,0.537,0.381,0.848,0.587,0.555,7.9,112,117,4.8,3,0.08,0.9,-1.3,-0.5,1.8,15,1.9,11.1,6.5,18.8,1.3,1,12.8,22.8
93,Derrick White,G,BOSSAS,whitede01,2562,2020-21,2022-23,26-28,193,154,5582,873,2011,525,1008,348,1003,468,541,103,558,661,814,144,170,259,440,0.434,0.521,0.347,0.865,0.57,0.521,14.4,117,113,8.2,6.2,0.124,0.8,0.8,1.6,5.1,15.1,2,10.7,6.4,20.4,1.3,2.6,10.3,19.4
94,Clint Capela,C,ATL,capelca01,2555,2020-21,2022-23,26-28,202,199,5670,1133,1835,1133,1833,0,2,289,527,834,1663,2497,199,144,301,171,450,0.617,0.618,0,0.548,0.618,0.617,23.7,131,109,15.3,8.4,0.201,2.4,-0.1,2.3,6.2,22.6,16.2,31.9,24.1,5.2,1.2,4.7,7.6,17
95,Kawhi Leonard,F,LAC,leonaka01,2531,2020-21,2022-23,29-31,104,102,3521,911,1779,706,1275,205,504,504,574,112,563,675,473,153,49,193,166,0.512,0.554,0.407,0.878,0.623,0.57,15.9,125,111,11.3,4.6,0.216,5.5,1.1,6.7,7.7,25,3.6,17.6,10.8,22.3,2.1,1.2,8.7,27.8
96,Coby White,G,CHI,whiteco01,2528,2020-21,2022-23,20-22,204,73,5561,917,2140,490,989,427,1151,267,303,61,617,678,708,121,32,300,438,0.429,0.495,0.371,0.881,0.556,0.528,7.9,109,115,3.5,4.4,0.068,-0.9,-0.9,-1.8,0.3,12.3,1.2,12.3,6.8,18,1.1,0.5,11.7,20.3
97,Kevin Porter Jr.,G,HOU,porteke02,2510,2020-21,2022-23,20-22,146,143,4766,882,2059,536,1100,346,959,400,551,139,541,680,878,170,47,471,373,0.428,0.487,0.361,0.726,0.545,0.512,3.7,106,118,1.6,2.1,0.037,0.4,-1.4,-1,1.2,14.5,3.1,12.6,7.8,28.7,1.7,0.9,17,24.4
98,Kentavious Caldwell-Pope,G,DENLALWAS,caldwke01,2493,2020-21,2022-23,27-29,220,220,6612,871,1967,457,947,414,1020,337,391,103,545,648,455,257,87,249,398,0.443,0.483,0.406,0.862,0.583,0.548,11.6,113,113,5,6.5,0.084,-1.3,0.3,-1,1.6,11.6,1.8,9.1,5.5,9.4,1.9,1.2,10.4,15.9
99,Miles Bridges,G-F,CHO,bridgmi02,2453,2020-21,2021-22,22-23,146,99,4769,909,1836,639,1081,270,755,365,446,171,785,956,447,118,119,256,336,0.495,0.591,0.358,0.818,0.604,0.569,11.5,117,114,7.3,4.1,0.115,1.2,-0.2,1,3.6,16.6,3.8,17.9,10.7,14,1.2,2.4,11.2,20.5
100,Cole Anthony,G,ORL,anthoco01,2448,2020-21,2022-23,20-22,172,103,4884,853,2074,588,1305,265,769,477,554,117,740,857,796,113,66,367,427,0.411,0.451,0.345,0.861,0.528,0.475,5.3,106,114,1.1,4.2,0.052,-0.5,-0.5,-1,1.3,13.9,2.6,16.5,9.4,25.8,1.1,1.3,13.7,23.7
101,Bogdan Bogdanović,G,ATL,bogdabo01,2426,2020-21,2022-23,28-30,161,63,4661,882,1970,421,818,461,1152,201,236,72,503,575,491,160,45,189,317,0.448,0.515,0.4,0.852,0.585,0.565,10.3,117,116,7,3.2,0.106,1.9,-0.2,1.7,4.3,15.6,1.7,11.8,6.8,15.4,1.7,0.8,8.4,20.9
102,Wendell Carter Jr.,C,CHIORL,cartewe01,2405,2020-21,2022-23,21-23,173,159,4917,911,1754,746,1264,165,490,418,581,391,1197,1588,407,101,118,301,474,0.519,0.59,0.337,0.719,0.598,0.566,13,116,111,6.9,6.1,0.127,0.4,0.2,0.6,3.2,17.5,8.6,26.5,17.5,13.1,1,2.2,13,20.3
103,Jakob Poeltl,C,SASTOR,poeltja01,2405,2020-21,2022-23,25-27,209,189,5721,1064,1711,1063,1709,1,2,276,515,717,1117,1834,520,158,327,317,579,0.622,0.622,0.5,0.536,0.621,0.622,18.6,123,111,11.3,7.3,0.156,0.5,0.9,1.4,4.9,19.8,13.1,21.6,17.2,13.1,1.3,4.9,14.1,16.7
104,Zion Williamson,F-C,NOP,willizi01,2401,2020-21,2022-23,20-22,90,90,2982,919,1506,902,1453,17,53,546,777,225,418,643,359,89,55,266,200,0.61,0.621,0.321,0.703,0.65,0.616,12.2,123,114,9.4,2.8,0.197,5.7,0.1,5.8,5.9,26.5,8.3,15.4,11.9,21.2,1.4,1.8,12.6,30
105,Gordon Hayward,F-G,CHO,haywago01,2374,2020-21,2022-23,30-32,143,142,4637,870,1856,647,1271,223,585,411,493,108,589,697,564,141,48,271,229,0.469,0.509,0.381,0.834,0.573,0.529,8.3,113,116,4.8,3.5,0.086,0.2,-0.4,-0.2,2.1,15.3,2.5,13.8,8,18.3,1.5,1,11.6,21.5
106,Michael Porter Jr.,F,DEN,portemi01,2331,2020-21,2022-23,22-24,132,125,3975,878,1737,510,853,368,884,207,263,164,681,845,152,87,85,157,261,0.505,0.598,0.416,0.787,0.629,0.611,11,120,113,6.9,4.2,0.133,2.6,-1.2,1.4,3.4,18,4.8,19.2,12.1,5.7,1.1,2,7.8,22
107,Marcus Morris,F,LAC,morrima03,2323,2020-21,2022-23,31-33,176,148,4891,850,1918,497,1039,353,879,270,324,90,641,731,285,104,54,182,368,0.443,0.478,0.402,0.833,0.564,0.535,8,110,114,3.4,4.6,0.079,-0.5,-0.6,-1.1,1.1,12.7,2.1,14.1,8.2,8.7,1,1,8.1,20.2
108,Collin Sexton,G,CLEUTA,sextoco01,2321,2020-21,2022-23,22-24,119,86,3576,830,1724,673,1293,157,431,504,621,108,220,328,423,99,16,283,294,0.481,0.52,0.364,0.812,0.581,0.527,6,112,118,4.3,1.7,0.08,0.8,-1.7,-0.9,1,16.7,3.3,6.9,5.1,20.1,1.4,0.4,12.4,27.5
109,Jamal Murray,G,DEN,murraja01,2316,2020-21,2022-23,23-25,113,113,3837,851,1833,550,1085,301,748,313,369,85,366,451,631,130,29,253,198,0.464,0.507,0.402,0.848,0.58,0.546,9.7,116,115,6.4,3.3,0.122,2.7,-1,1.6,3.5,18.1,2.6,10.7,6.7,24.3,1.7,0.7,11.3,25.5
110,Scottie Barnes,G-F,TOR,barnesc01,2313,2021-22,2022-23,20-21,151,150,5295,922,1948,801,1531,121,417,348,461,374,695,1069,627,163,116,290,362,0.473,0.523,0.29,0.755,0.538,0.504,11.6,114,113,6,5.7,0.106,0.5,0.1,0.6,3.5,15.9,7.4,15.5,11.2,17.4,1.5,2.1,11.9,19.7
111,Evan Mobley,F-C,CLE,mobleev01,2311,2021-22,2022-23,20-21,148,148,5046,947,1777,902,1583,45,194,372,556,330,951,1281,398,116,234,279,365,0.533,0.57,0.232,0.669,0.572,0.546,13.7,113,108,5.2,8.5,0.131,-0.4,1.6,1.2,4,17.1,7.6,21.4,14.5,12,1.2,4.2,12.1,20.3
112,Spencer Dinwiddie,G,BRKDALWAS,dinwisp01,2308,2020-21,2022-23,27-29,149,133,4769,772,1801,477,974,295,827,469,588,73,489,562,870,113,38,254,341,0.429,0.49,0.357,0.798,0.56,0.511,10.4,116,117,7.2,3.2,0.105,1.2,-0.7,0.5,3,15.6,1.7,11.5,6.6,26.9,1.2,0.7,11,21.7
113,Chris Boucher,F,TOR,bouchch01,2284,2020-21,2022-23,28-30,216,23,4666,817,1666,597,1013,220,653,430,554,453,866,1319,117,131,250,129,483,0.49,0.589,0.337,0.776,0.598,0.556,17,125,110,10.5,6.5,0.175,1.2,-0.2,1,3.6,19.2,10.2,21.7,15.6,3.8,1.4,5.3,6.3,18.7
114,Brook Lopez,C,MIL,lopezbr01,2259,2020-21,2022-23,32-34,161,159,4573,860,1670,610,972,250,698,289,355,280,640,920,155,85,311,183,386,0.515,0.628,0.358,0.814,0.618,0.59,13.9,121,110,7.5,6.4,0.146,0.3,0.6,1,3.5,17,6.7,14.1,10.5,4.8,0.9,5.8,9.1,18.5
115,Devonte' Graham,G,CHONOPSAS,grahade01,2257,2020-21,2022-23,25-27,204,115,5159,709,1915,219,537,490,1378,349,429,78,369,447,807,164,34,242,251,0.37,0.408,0.356,0.814,0.536,0.498,8.7,113,117,5.6,3.1,0.081,0.7,-0.9,-0.2,2.3,13,1.6,8,4.8,22.3,1.6,0.6,10.3,19.5
116,Ivica Zubac,C,LAC,zubaciv01,2253,2020-21,2022-23,23-25,224,185,5631,893,1403,892,1397,1,6,466,636,642,1277,1919,287,89,237,312,609,0.636,0.639,0.167,0.733,0.669,0.637,20.8,128,110,12.9,8,0.178,-0.3,0.4,0.2,3.1,18.2,12.8,24.4,18.8,7.4,0.8,3.7,15.6,15.6
117,Kyle Lowry,G,MIATOR,lowryky01,2250,2020-21,2022-23,34-36,164,153,5452,732,1708,350,685,382,1023,404,469,111,643,754,1093,169,52,397,463,0.429,0.511,0.373,0.861,0.588,0.54,13.9,117,113,8.1,5.8,0.123,0.8,0.5,1.3,4.5,14.7,2.3,13.6,7.8,29.4,1.5,1,17.2,18.7
118,Myles Turner,C-F,IND,turnemy01,2245,2020-21,2022-23,24-26,151,151,4515,808,1558,585,920,223,638,406,523,216,853,1069,181,104,417,224,499,0.519,0.636,0.35,0.776,0.628,0.59,11.8,118,111,6.2,5.7,0.126,0.1,1.3,1.4,3.8,17.8,5.3,20.9,13.1,5.8,1.1,7.8,11.1,18.9
119,Seth Curry,G,BRKPHI,curryse01,2232,2020-21,2022-23,30-32,182,128,4984,826,1740,448,854,378,886,202,226,44,392,436,484,133,29,225,340,0.475,0.525,0.427,0.894,0.607,0.583,10,115,115,5.9,4.1,0.096,-0.1,-0.7,-0.8,1.5,13.1,1,8.6,4.9,14.3,1.3,0.5,10.9,18.2
120,Alec Burks,G,DETNYK,burksal01,2219,2020-21,2022-23,29-31,181,57,4695,695,1687,337,813,358,874,471,570,87,695,782,460,154,48,198,415,0.412,0.415,0.41,0.826,0.573,0.518,11.9,117,112,6.6,5.3,0.122,0.5,0.6,1.1,3.7,14.7,2,16.3,9,15.1,1.6,1,9.3,19.9
121,Naz Reid,F,MIN,reidna01,2202,2020-21,2022-23,21-23,215,32,3813,847,1634,654,1077,193,557,315,442,257,699,956,220,116,200,243,527,0.518,0.607,0.346,0.713,0.602,0.577,9.3,113,111,4.5,4.8,0.117,-0.1,0.4,0.3,2.2,18,7.2,20.3,13.7,9,1.4,4.7,11.7,22.9
122,Marcus Smart,G,BOS,smartma01,2191,2020-21,2022-23,26-28,180,177,5834,753,1830,426,846,327,984,358,459,124,504,628,1072,284,64,398,458,0.411,0.504,0.332,0.78,0.539,0.501,12.6,111,110,4.7,7.9,0.104,-1.2,1,-0.2,2.7,13.2,2.4,9.3,5.9,25.4,2.4,1,16.4,18.2
123,Montrezl Harrell,F-C,CHOLALPHIWAS,harremo01,2183,2020-21,2022-23,27-29,197,11,3902,858,1367,854,1334,4,33,463,653,374,644,1018,251,92,117,181,340,0.628,0.64,0.121,0.709,0.66,0.629,16.7,130,111,11.9,4.8,0.206,2.3,0.3,2.6,4.5,22,10.8,18.3,14.6,10.3,1.2,2.7,9.9,20.6
124,Lonnie Walker IV,G,LALSAS,walkelo01,2172,2020-21,2022-23,22-24,186,76,4431,803,1900,501,1016,302,884,264,324,46,399,445,317,103,51,182,270,0.423,0.493,0.342,0.815,0.532,0.502,3.4,104,116,0.3,3.1,0.037,-1.5,-1.1,-2.6,-0.7,11.4,1.1,9.6,5.3,10.2,1.1,1,8.2,21.4
125,Klay Thompson,G-F,GSW,thompkl01,2161,2021-22,2022-23,31-32,101,101,3220,792,1825,377,798,415,1027,162,183,54,357,411,251,65,46,166,184,0.434,0.472,0.404,0.885,0.567,0.548,4.9,109,115,1.8,3.1,0.073,1.8,-1.7,0.1,1.7,15.3,1.9,11.9,7,12.5,1,1.3,8,27.3
126,Kelly Olynyk,C-F,DETHOUMIAUTA,olynyke01,2157,2020-21,2022-23,29-31,178,131,4703,743,1540,484,817,259,723,412,496,223,863,1086,566,170,98,352,539,0.482,0.592,0.358,0.831,0.613,0.567,11,115,113,5.8,5.3,0.112,0,0.9,1,3.5,15.6,5.1,20.2,12.6,17.9,1.7,1.9,16.7,19.2
127,Kenyon Martin Jr.,F,HOU,martike04,2154,2020-21,2022-23,20-22,206,59,5016,851,1561,688,1081,163,480,289,429,279,712,991,272,105,111,189,349,0.545,0.636,0.34,0.674,0.616,0.597,10,121,119,7.8,2.2,0.096,0,-1.1,-1.1,1.1,14.9,6,15.8,10.8,8.2,1,2,9.7,16.2
128,Bruce Brown,G-F,BRKDEN,brownbr01,2143,2020-21,2022-23,24-26,217,113,5505,849,1670,703,1263,146,407,299,398,274,748,1022,520,222,131,233,511,0.508,0.557,0.359,0.751,0.581,0.552,13.5,118,113,7.3,6.1,0.117,-0.7,0.6,0,2.7,14.6,5.7,14.7,10.3,12.8,2,2.1,11.2,16.4
129,Will Barton,G,DENTORWAS,bartowi01,2133,2020-21,2022-23,30-32,183,125,5006,789,1868,468,1001,321,867,234,295,98,605,703,569,133,67,271,265,0.422,0.468,0.37,0.793,0.534,0.508,5.8,106,114,1.6,4.2,0.056,-0.6,-0.8,-1.4,0.8,12.2,2.2,13.3,7.9,15.9,1.3,1.2,11.9,19.8
130,Doug McDermott,F,INDSAS,mcderdo01,2131,2020-21,2022-23,29-31,181,80,4156,808,1653,466,813,342,840,173,219,102,373,475,240,46,18,154,314,0.489,0.573,0.407,0.79,0.609,0.592,6.3,116,120,5.1,1.2,0.073,0.2,-2.2,-2,0,13,2.6,9.8,6.2,8.3,0.5,0.4,8.1,19.3
131,Eric Gordon,G-F,HOULAC,gordoer01,2102,2020-21,2022-23,32-34,153,117,4424,718,1584,393,717,325,867,341,422,39,266,305,408,85,56,262,185,0.453,0.548,0.375,0.808,0.594,0.556,4.5,112,121,3.8,0.6,0.048,-0.1,-1.7,-1.9,0.1,12.4,1,6.7,3.8,13.9,0.9,1.2,12.9,19.4
132,De'Andre Hunter,F,ATL,huntede01,2082,2020-21,2022-23,23-25,143,138,4381,753,1645,548,1069,205,576,371,458,89,481,570,206,90,50,180,413,0.458,0.513,0.356,0.81,0.564,0.52,5.4,111,118,3,2.4,0.059,-1.7,-1.1,-2.8,-0.9,11.8,2.2,12,7.1,6.6,1,1,8.9,19.8
133,Duncan Robinson,G-F,MIA,robindu01,2073,2020-21,2022-23,26-28,193,141,4996,693,1680,148,251,545,1429,142,168,39,483,522,302,99,34,169,459,0.413,0.59,0.381,0.845,0.591,0.575,8.1,112,114,3.7,4.4,0.078,-0.7,-0.7,-1.4,0.8,10.4,0.9,10.9,6,8.9,1,0.7,8.8,17.2
134,Monte Morris,G,DENWAS,morrimo01,2062,2020-21,2022-23,25-27,184,148,5130,807,1675,554,1023,253,652,195,234,64,468,532,809,133,40,172,215,0.482,0.542,0.388,0.833,0.58,0.557,12.5,122,116,9,3.5,0.117,0.7,-0.6,0.1,2.7,14.6,1.4,9.9,5.8,22,1.3,0.7,8.8,16.6
135,Terance Mann,G-F,LAC,mannte01,2057,2020-21,2022-23,24-26,229,79,5452,784,1564,593,1067,191,497,298,376,237,706,943,497,126,56,204,453,0.501,0.556,0.384,0.793,0.595,0.562,13.5,121,114,8.3,5.2,0.119,-0.6,0.2,-0.4,2.2,13.5,4.9,13.8,9.5,13,1.1,0.9,10.6,15.6
136,Cameron Johnson,F,BRKPHO,johnsca02,2045,2020-21,2022-23,24-26,168,68,4366,705,1564,319,583,386,981,249,293,109,548,657,263,144,46,124,281,0.451,0.547,0.393,0.85,0.604,0.574,11.7,119,111,6.5,5.2,0.129,1.4,0.4,1.7,4.1,14.6,2.8,13.6,8.3,8.3,1.6,0.9,6.8,18.2
137,De'Anthony Melton,G,MEMPHI,meltode01,2043,2020-21,2022-23,22-24,202,74,4852,730,1739,347,753,383,986,200,258,163,638,801,523,290,111,280,404,0.42,0.461,0.388,0.775,0.551,0.53,10.2,109,109,2.8,7.4,0.1,-0.1,1.6,1.5,4.3,14.1,3.7,14.5,9.1,14.9,2.9,2.1,13.1,18.7
138,Josh Richardson,G,BOSDALNOPSAS,richajo01,2035,2020-21,2022-23,27-29,189,73,4920,737,1706,440,900,297,806,264,297,134,421,555,442,186,73,231,363,0.432,0.489,0.368,0.889,0.554,0.519,7.7,110,114,3.2,4.5,0.075,-1.1,0.1,-1,1.3,12.3,3,9.4,6.2,12.6,1.8,1.3,11.2,18.1
139,Jaden McDaniels,F,MIN,mcdanja02,2027,2020-21,2022-23,20-22,212,137,5730,789,1637,530,918,259,719,190,260,220,612,832,298,161,190,234,668,0.482,0.577,0.36,0.731,0.579,0.561,8.3,111,115,3.2,5.1,0.069,-2.5,0.1,-2.3,-0.5,10.7,4.2,11.8,7.9,7.1,1.3,3,11.8,14.6
140,Kyle Anderson,F-G,MEMMIN,anderky01,2022,2020-21,2022-23,27-29,207,126,5328,769,1622,596,1147,173,475,311,425,187,945,1132,768,239,165,260,374,0.474,0.52,0.364,0.732,0.559,0.527,14.2,116,109,6.4,7.8,0.128,0.3,2.1,2.4,5.9,15.6,3.8,19.2,11.4,19.3,2.1,2.7,12.6,16.3
141,Dorian Finney-Smith,F,BRKDAL,finnedo01,2021,2020-21,2022-23,27-29,206,206,6574,742,1659,337,584,405,1075,132,183,334,683,1017,352,195,100,190,465,0.447,0.577,0.377,0.721,0.581,0.569,13.2,117,114,6.8,6.4,0.096,-0.4,0.2,-0.2,2.9,11.4,5.7,11.6,8.7,7.4,1.5,1.4,9.8,13.1
142,Grayson Allen,G,MEMMIL,allengr01,2015,2020-21,2022-23,25-27,188,169,5036,673,1540,261,511,412,1029,257,291,112,507,619,371,154,40,163,284,0.437,0.511,0.4,0.883,0.604,0.571,11.9,121,114,7.1,4.8,0.113,-0.1,0.2,0.2,2.8,12.6,2.4,10.4,6.5,9.9,1.5,0.7,8.9,15.4
143,Evan Fournier,G-F,BOSNYKORL,fournev01,2009,2020-21,2022-23,28-30,149,123,4076,705,1672,312,656,393,1016,206,271,48,339,387,351,142,42,200,322,0.422,0.476,0.387,0.76,0.561,0.539,6.6,110,114,3,3.6,0.077,-0.2,-0.3,-0.5,1.5,13.1,1.2,9.1,5.1,13.8,1.7,1,10,21.3
144,Jae'Sean Tate,F,HOU,tateja01,1996,2020-21,2022-23,25-27,179,142,4776,789,1583,653,1140,136,443,282,400,308,604,912,484,178,84,284,614,0.498,0.573,0.307,0.705,0.567,0.541,7.5,112,116,4.6,2.9,0.075,-1.7,-0.2,-1.9,0.2,13.8,6.8,14,10.4,15.5,1.8,1.6,13.9,18.1
145,Cedi Osman,F,CLE,osmande01,1991,2020-21,2022-23,25-27,202,31,4520,705,1688,362,693,343,995,238,334,88,435,523,424,140,30,199,368,0.418,0.522,0.345,0.713,0.543,0.519,6.6,108,114,2.2,4.4,0.071,-1.1,-0.1,-1.2,0.9,11.9,2.2,11,6.6,14.1,1.5,0.6,9.8,19.9
146,Josh Hart,G,NOPNYKPOR,hartjo01,1984,2020-21,2022-23,25-27,177,109,5594,713,1433,516,863,197,570,361,476,257,1101,1358,623,187,46,280,456,0.498,0.598,0.346,0.758,0.604,0.566,13.1,120,114,8,5.1,0.113,-0.2,0.7,0.5,3.6,14.3,5.1,22.1,13.5,15.7,1.6,0.8,14.6,14.7
147,Rui Hachimura,F,LALWAS,hachiru01,1971,2020-21,2022-23,22-24,162,79,4206,781,1613,630,1193,151,420,258,346,127,628,755,188,86,42,154,245,0.484,0.528,0.36,0.746,0.558,0.531,5.4,109,115,2.1,3.2,0.061,-1.3,-1.1,-2.4,-0.5,12.8,3.3,15.9,9.7,6.5,1,0.8,8,19.5
148,Jusuf Nurkić,C,POR,nurkiju01,1960,2020-21,2022-23,26-28,145,145,3850,754,1438,684,1233,70,205,382,573,367,1055,1422,431,143,117,335,477,0.524,0.555,0.341,0.667,0.58,0.549,8.7,112,112,4.3,4.4,0.109,0,0.7,0.7,2.7,19.2,10.3,31.1,20.5,17.6,1.8,2.8,16.5,22.8
149,Jeff Green,F,BRKDEN,greenje02,1959,2020-21,2022-23,34-36,199,105,4775,698,1387,512,865,186,522,377,476,113,525,638,273,82,71,171,372,0.503,0.592,0.356,0.792,0.614,0.57,9.7,119,116,6.4,3.2,0.097,-1,-1,-2.1,-0.1,12.3,2.8,11.8,7.5,7.7,0.8,1.3,9.7,16.2
150,Josh Giddey,G,OKC,giddejo01,1934,2021-22,2022-23,19-20,130,130,4067,820,1788,688,1341,132,447,162,224,246,774,1020,814,108,51,382,231,0.459,0.513,0.295,0.723,0.513,0.496,4.3,105,113,-0.1,4.4,0.051,0.3,-0.1,0.3,2.4,15.5,6.3,20.4,13.2,30.9,1.3,1.2,16.8,23.6
151,Devin Vassell,G-F,SAS,vassede01,1916,2020-21,2022-23,20-22,171,71,4171,710,1662,418,866,292,796,204,250,76,552,628,328,162,76,137,288,0.427,0.483,0.367,0.816,0.541,0.515,6.1,109,114,2.4,3.7,0.07,-0.4,-0.1,-0.5,1.6,13.2,1.9,14.4,8,11.2,1.9,1.5,7.2,19.3
152,Mason Plumlee,C-F,CHODETLAC,plumlma01,1915,2020-21,2022-23,30-32,208,189,5346,768,1185,768,1176,0,9,379,653,550,1234,1784,673,150,149,322,627,0.648,0.653,0,0.58,0.65,0.648,17.8,127,111,11.2,6.6,0.16,0,1.5,1.5,4.7,17.7,11,25.3,18.1,18,1.4,2.5,17.9,14.4
153,Patty Mills,G,BRKSAS,millspa02,1905,2020-21,2022-23,32-34,189,51,4598,662,1614,225,483,437,1131,144,167,44,272,316,401,108,23,169,225,0.41,0.466,0.386,0.862,0.564,0.546,5.4,111,117,3.3,2.2,0.056,-0.3,-1.4,-1.7,0.4,10.9,1,6.4,3.7,12.1,1.1,0.4,9.1,17.5
